     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;           5.717;           2.452;           4.484;           2.614;           0.376 (14.380 %);   2918.800
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;          11.057;           3.774;           6.097;           3.929;           0.405 (10.302 %);   3883.986
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;          36.101;           2.581;           4.323;           2.767;           0.308 (11.146 %);  11027.723
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;          37.212;           3.613;           5.258;           3.723;           0.279 ( 7.497 %);  16392.482
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;         237.869;           5.968;           9.581;           6.170;           0.618 (10.022 %);  19784.209
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         261.385;          10.290;          13.387;          10.453;           0.529 ( 5.059 %);  23356.949
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;       11049.661;          19.161;          22.290;          19.376;           0.528 ( 2.725 %);  25199.865
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;        9468.299;          41.710;          44.839;          42.048;           0.527 ( 1.253 %);  23225.001
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;       11946.241;          80.806;          83.516;          81.337;           0.438 ( 0.539 %);  24012.678
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;       49656.305;         157.871;         160.968;         158.385;           0.520 ( 0.328 %);  24662.983
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       63694.072;         321.129;         869.806;         341.406;          95.294 (27.912 %);  22883.334
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;      129463.390;         621.226;        3412.548;         712.435;         485.039 (68.082 %);  21931.826
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;      762110.497;        1400.645;        2542.516;        1489.892;         245.152 (16.454 %);  20974.668
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;      554488.963;        2765.097;        3899.258;        2891.652;         288.768 ( 9.986 %);  21613.942
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;     9879146.522;        5519.161;        9289.161;        6028.907;         828.212 (13.737 %);  20733.443
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;    11293276.142;       11490.226;       15252.226;       12296.814;         897.656 ( 7.300 %);  20330.469
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;    10366960.372;       22848.226;       26961.903;       25343.566;        1233.971 ( 4.869 %);  19728.873
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;    38265127.567;       45903.548;       55507.516;       52720.665;        2612.362 ( 4.955 %);  18967.894
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;    48080575.854;      105833.032;      115888.161;      113139.850;        2581.190 ( 2.281 %);  17677.237
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;    63182159.289;      355264.613;      482858.968;      371226.707;       22173.072 ( 5.973 %);  10775.087
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;   276698747.114;      947577.839;     1132221.419;      992020.801;       34326.226 ( 3.460 %);   8064.347
