     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.586;           0.001;           0.000;          5;         31;          67.452;          74.806;          68.425;           1.259 ( 1.840 %);   2787.494
   UNROLL4;           2.344;           0.002;           0.000;         10;         31;         410.935;        6681.161;         617.093;        1089.212 (176.507 %);   1236.345
   UNROLL4;           5.273;           0.005;           0.000;         15;         31;        1025.710;        2306.065;        1128.537;         300.463 (26.624 %);   1521.097
   UNROLL4;           9.375;           0.009;           0.000;         20;         31;        2386.226;        3699.484;        2654.905;         368.518 (13.881 %);   1149.479
   UNROLL4;          14.648;           0.014;           0.000;         25;         31;        4885.387;        6486.677;        4942.276;         279.598 ( 5.657 %);    964.813
   UNROLL4;          21.094;           0.021;           0.000;         30;         31;        8036.871;       11470.355;        8436.541;         762.609 ( 9.039 %);    813.895
   UNROLL4;          28.711;           0.028;           0.000;         35;         31;       21086.484;       22906.258;       21857.120;         644.954 ( 2.951 %);    427.596
   UNROLL4;          37.500;           0.037;           0.000;         40;         31;       31708.226;       37367.710;       33454.172;        1834.041 ( 5.482 %);    364.888
   UNROLL4;          47.461;           0.046;           0.000;         45;         31;       42215.452;       47601.968;       43577.235;        1756.478 ( 4.031 %);    354.532
   UNROLL4;          58.594;           0.057;           0.000;         50;         31;       59272.419;       68899.839;       61856.129;        2589.391 ( 4.186 %);    308.352
   UNROLL4;          70.898;           0.069;           0.000;         55;         31;       75397.774;       84798.000;       76949.046;        2825.466 ( 3.672 %);    299.925
   UNROLL4;          84.375;           0.082;           0.000;         60;         31;      100356.323;      115849.097;      103492.356;        3651.584 ( 3.528 %);    265.390
   UNROLL4;          99.023;           0.097;           0.000;         65;         31;      132817.645;      153209.710;      135889.785;        4521.013 ( 3.327 %);    237.208
   UNROLL4;         114.844;           0.112;           0.000;         70;         31;      155667.419;      177686.065;      160715.607;        4451.698 ( 2.770 %);    232.610
