     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;           2.241;           2.677;           5.032;           2.885;           0.414 (14.340 %);   2644.822
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;           2.202;           2.903;           4.871;           3.087;           0.372 (12.067 %);   4942.920
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;          11.077;           3.032;           4.903;           3.183;           0.319 (10.026 %);   9588.293
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;          40.733;           3.516;           6.323;           3.687;           0.487 (13.207 %);  16553.278
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;          53.326;           4.677;           7.226;           4.850;           0.443 ( 9.129 %);  25166.854
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         107.114;           7.097;           9.323;           7.265;           0.401 ( 5.526 %);  33605.471
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;         443.440;          12.065;          14.968;          12.242;           0.513 ( 4.189 %);  39884.360
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;        1021.348;          22.677;          25.935;          23.039;           0.537 ( 2.330 %);  42387.180
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;        2076.559;          53.323;          54.161;          53.570;           0.139 ( 0.260 %);  36459.379
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;       13530.790;         114.484;         116.484;         115.016;           0.345 ( 0.300 %);  33962.772
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       21363.356;         256.935;         258.871;         257.554;           0.409 ( 0.159 %);  30333.415
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;       13791.353;         540.419;         543.581;         541.949;           0.884 ( 0.163 %);  28831.117
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;       30649.911;        1112.323;        1113.645;        1112.709;           0.254 ( 0.023 %);  28084.619
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;       95564.982;        2256.548;        4428.710;        2437.322;         433.923 (17.803 %);  25642.902
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;      139927.439;        4537.129;        8413.742;        4839.816;         742.930 (15.350 %);  25827.427
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;      354228.248;        9097.871;       12015.323;        9512.825;         749.954 ( 7.884 %);  26280.311
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;      815367.485;       18229.000;       22290.387;       19346.010;        1518.764 ( 7.851 %);  25845.123
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;     1540316.232;       36472.452;       44585.968;       39017.517;        2609.496 ( 6.688 %);  25629.514
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;     2973670.997;       72961.452;       85273.226;       76878.203;        3563.943 ( 4.636 %);  26015.176
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;    11239097.473;      148888.226;      167492.839;      156554.641;        4780.921 ( 3.054 %);  25550.185
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;    14299956.945;      345654.290;      483905.677;      363932.128;       23903.398 ( 6.568 %);  21982.121
