     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          96.935;         103.355;          97.395;           1.094 ( 1.123 %);   1958.366
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         336.484;         977.613;         400.210;         137.920 (34.462 %);   1906.347
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1337.935;        2833.290;        1499.353;         325.072 (21.681 %);   1144.903
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2499.613;        3427.484;        2631.446;         243.086 ( 9.238 %);   1159.727
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        4489.613;        5396.968;        4523.981;         158.773 ( 3.510 %);   1054.021
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;        8664.581;        9284.677;        8962.382;         245.955 ( 2.744 %);    766.142
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       11985.710;       27328.710;       13522.994;        3405.685 (25.184 %);    691.120
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       14305.839;       15781.548;       14887.435;         378.214 ( 2.540 %);    819.955
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       24295.806;       27655.710;       26577.754;         980.674 ( 3.690 %);    581.295
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       30250.258;       32437.194;       31263.646;         584.069 ( 1.868 %);    610.085
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       45250.806;       50282.129;       48585.079;        1458.842 ( 3.003 %);    475.021
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       52822.935;       64099.194;       56793.849;        2232.283 ( 3.931 %);    483.606
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;       62057.323;       78162.258;       67264.374;        3376.049 ( 5.019 %);    479.216
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;       86224.968;       96775.419;       92695.945;        2640.315 ( 2.848 %);    403.297
