     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;          21.128;           2.161;           4.258;           2.401;           0.348 (14.487 %);   3177.879
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;          20.017;           3.516;           6.290;           3.766;           0.467 (12.408 %);   4051.321
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          31.211;           4.581;           8.129;           4.846;           0.653 (13.467 %);   6298.060
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;          50.289;           4.355;           6.258;           4.501;           0.333 ( 7.404 %);  13558.950
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;         388.046;           6.258;           7.677;           6.398;           0.238 ( 3.722 %);  19079.898
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;         644.069;          10.839;          13.065;          11.018;           0.376 ( 3.415 %);  22159.157
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;         645.380;          20.097;          22.194;          20.321;           0.392 ( 1.927 %);  24028.849
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;        3458.513;          41.161;          48.935;          42.120;           1.972 ( 4.682 %);  23185.115
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;       28168.838;          87.355;         624.613;         108.474;          92.681 (85.441 %);  18005.451
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;       52012.874;         152.710;         154.774;         153.150;           0.383 ( 0.250 %);  25506.113
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;       52776.627;         299.581;         301.839;         300.233;           0.486 ( 0.162 %);  26021.487
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;      122633.869;         610.613;        4011.129;         787.570;         601.809 (76.413 %);  19839.509
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;      369040.290;        1749.452;        2877.871;        1876.212;         241.436 (12.868 %);  16655.899
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;      571014.576;        3496.258;        4980.968;        3714.370;         402.047 (10.824 %);  16826.539
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;     7153768.028;        6942.806;        9524.774;        7307.901;         702.396 ( 9.611 %);  17104.774
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;     4471096.325;       14648.032;       17098.194;       14830.724;         585.178 ( 3.946 %);  16856.897
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;     6738629.343;       30540.065;       34046.774;       32147.783;        1255.870 ( 3.907 %);  15553.172
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;    19896593.380;       59222.677;       68421.742;       62377.950;        2369.564 ( 3.799 %);  16031.306
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;    42914482.808;      125061.710;      152215.452;      131776.784;        5992.276 ( 4.547 %);  15177.180
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;   112451920.846;      372491.452;      394566.839;      381550.075;        5646.199 ( 1.480 %);  10483.552
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;   506107545.484;      940994.387;     1113101.742;      981693.673;       36167.703 ( 3.684 %);   8149.182
