     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          65.355;          73.710;          66.589;           1.371 ( 2.059 %);   2864.341
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         329.000;         335.032;         330.682;           0.995 ( 0.301 %);   2307.167
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1039.613;        4506.774;        1275.300;         660.967 (51.828 %);   1346.047
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2175.484;        4370.419;        2393.020;         454.844 (19.007 %);   1275.275
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        4538.129;        4619.387;        4547.011;          15.006 ( 0.330 %);   1048.683
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;        7327.258;        7920.290;        7524.929;         133.837 ( 1.779 %);    912.494
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       12126.645;       12551.258;       12269.491;         140.155 ( 1.142 %);    761.727
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       14848.677;       16196.290;       15187.591;         399.952 ( 2.633 %);    803.750
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       23454.677;       25206.323;       24502.208;         679.307 ( 2.772 %);    630.536
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       29613.032;       33111.032;       31325.013;        1249.827 ( 3.990 %);    608.890
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       42121.000;       47140.065;       45088.354;        1511.054 ( 3.351 %);    511.860
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       50656.742;       57078.355;       54473.912;        1881.708 ( 3.454 %);    504.201
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;       63674.516;       71566.613;       68490.573;        1933.528 ( 2.823 %);    470.637
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;       80611.548;       89070.548;       86603.837;        2360.674 ( 2.726 %);    431.667
