     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;           1.738;           2.226;           3.806;           2.401;           0.309 (12.870 %);   3177.879
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;           5.385;           3.968;           6.548;           4.232;           0.442 (10.456 %);   3605.854
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;          28.570;           2.645;           4.258;           2.752;           0.275 (10.005 %);  11090.402
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;         133.888;           4.387;           6.613;           4.622;           0.390 ( 8.438 %);  13206.211
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;        1063.759;           5.871;           9.677;           6.085;           0.654 (10.740 %);  20060.712
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         265.515;          10.194;          12.645;          10.343;           0.415 ( 4.014 %);  23604.183
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;        2321.818;          19.323;          22.258;          19.545;           0.495 ( 2.535 %);  24981.831
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;        4186.016;          44.774;          47.903;          45.016;           0.535 ( 1.188 %);  21693.849
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;       20346.362;          89.065;          92.613;          89.418;           0.597 ( 0.668 %);  21842.546
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;       29826.873;         147.839;         352.032;         154.473;          35.468 (22.961 %);  25287.571
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       51838.584;         290.581;         294.484;         291.219;           0.672 ( 0.231 %);  26826.893
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;      410696.705;         576.161;         579.806;         576.954;           0.655 ( 0.113 %);  27081.879
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;      577977.284;        1361.226;        1387.000;        1373.796;           5.841 ( 0.425 %);  22747.196
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;      459957.785;        2707.484;        3674.806;        2779.380;         213.105 ( 7.667 %);  22487.027
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;     1207111.837;        5408.903;        6945.129;        5651.807;         451.938 ( 7.996 %);  22116.819
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;     2357051.559;       11257.290;       14819.935;       11975.948;        1044.283 ( 8.720 %);  20875.174
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;     5815127.307;       22765.226;       26661.903;       24249.071;        1016.882 ( 4.193 %);  20619.346
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;    19140173.234;       45371.871;       51282.645;       49697.992;        1762.966 ( 3.547 %);  20121.537
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;    56268038.869;      102451.613;      113579.516;      109774.658;        2359.257 ( 2.149 %);  18219.141
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;   113841355.317;      361862.839;      391618.452;      376207.784;        6318.192 ( 1.679 %);  10632.422
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;   232071856.846;      938296.452;     1070813.871;      969711.206;       31145.189 ( 3.212 %);   8249.879
