     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          51.323;          65.677;          52.154;           2.640 ( 5.062 %);   3657.116
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         448.419;         460.355;         449.913;           1.993 ( 0.443 %);   1695.749
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1123.516;        1140.710;        1124.661;           2.897 ( 0.258 %);   1526.339
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2294.968;        3183.387;        2403.130;         233.378 ( 9.711 %);   1269.910
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        4694.129;        5253.355;        4749.921;         101.390 ( 2.135 %);   1003.884
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;        7615.097;        8362.516;        7827.467;         181.877 ( 2.324 %);    877.226
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       12455.484;       12518.194;       12468.002;          18.220 ( 0.146 %);    749.600
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       14048.161;       15329.935;       14597.335;         483.205 ( 3.310 %);    836.251
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       23287.968;       26105.935;       24674.125;         695.410 ( 2.818 %);    626.143
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       28353.548;       31576.226;       30243.016;        1028.778 ( 3.402 %);    630.674
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       42140.452;       47204.871;       45164.126;        1592.215 ( 3.525 %);    511.001
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       47226.677;       52907.871;       51350.384;        1648.350 ( 3.210 %);    534.871
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;      136223.419;      138164.226;      137783.238;         398.555 ( 0.289 %);    233.949
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;      158841.806;      167699.290;      163211.681;        2045.997 ( 1.254 %);    229.052
