     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.016;           0.000;           0.000;          1;         31;           1.051;           1.935;          16.419;           2.454;           2.510 (102.281 %);   3109.510
      BASE;           0.031;           0.000;           0.000;          2;         31;           8.586;           2.032;           4.871;           2.227;           0.478 (21.476 %);   6852.389
      BASE;           0.062;           0.000;           0.000;          4;         31;           5.522;           3.484;           6.935;           3.686;           0.595 (16.133 %);   8278.834
      BASE;           0.125;           0.000;           0.000;          8;         31;          16.368;           4.419;           8.226;           4.581;           0.655 (14.309 %);  13324.576
      BASE;           0.250;           0.000;           0.000;         16;         31;         122.017;           7.355;          10.645;           7.503;           0.565 ( 7.532 %);  16268.620
      BASE;           0.500;           0.000;           0.000;         32;         31;         141.661;          12.484;          14.742;          12.598;           0.389 ( 3.087 %);  19378.946
      BASE;           1.000;           0.001;           0.000;         64;         31;         822.658;          28.548;          43.419;          29.309;           2.536 ( 8.653 %);  16659.831
      BASE;           2.000;           0.002;           0.000;        128;         31;        1362.035;          85.548;         704.548;         105.191;         107.604 (102.294 %);   9283.742
      BASE;           4.000;           0.004;           0.000;        256;         31;        1325.413;         217.226;         765.097;         244.923;          99.652 (40.687 %);   7974.452
      BASE;           8.000;           0.008;           0.000;        512;         31;        6233.243;         499.677;         516.516;         501.607;           2.779 ( 0.554 %);   7787.470
      BASE;          16.000;           0.016;           0.000;       1024;         31;       10471.516;        1070.548;        1630.742;        1116.656;         130.877 (11.720 %);   6996.336
      BASE;          32.000;           0.031;           0.000;       2048;         31;       19783.426;        2210.290;        2796.903;        2237.557;         106.989 ( 4.782 %);   6983.062
      BASE;          64.000;           0.062;           0.000;       4096;         31;       41645.609;        4490.484;        5644.323;        4665.532;         345.628 ( 7.408 %);   6698.057
      BASE;         128.000;           0.125;           0.000;       8192;         31;      124554.654;        9053.935;       12296.129;        9537.732;         930.658 ( 9.758 %);   6552.920
      BASE;         256.000;           0.250;           0.000;      16384;         31;      217245.600;       18176.194;       22688.516;       19105.895;        1415.836 ( 7.410 %);   6542.483
      BASE;         512.000;           0.500;           0.000;      32768;         31;      332741.111;       36422.000;       41857.000;       38079.787;        1822.411 ( 4.786 %);   6565.163
      BASE;        1024.000;           1.000;           0.001;      65536;         31;     1164302.248;       72918.806;       80236.677;       76327.657;        2130.379 ( 2.791 %);   6550.705
      BASE;        2048.000;           2.000;           0.002;     131072;         31;    25655296.213;      145941.387;      156297.742;      149634.956;        3591.758 ( 2.400 %);   6682.930
      BASE;        4096.000;           4.000;           0.004;     262144;         31;     3267111.990;      291936.710;      319474.935;      297101.569;        7531.656 ( 2.535 %);   6731.705
      BASE;        8192.000;           8.000;           0.008;     524288;         31;     8132848.193;      583986.194;      636876.484;      589171.973;       11814.056 ( 2.005 %);   6789.189
      BASE;       16384.000;          16.000;           0.016;    1048576;         31;    19169256.684;     1194164.613;     1256472.419;     1201551.015;       13366.842 ( 1.112 %);   6658.061
