     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.016;           0.000;           0.000;          1;         31;           2.341;           1.419;           3.742;           1.568;           0.396 (25.276 %);   4865.879
      BASE;           0.031;           0.000;           0.000;          2;         31;          45.187;           1.742;          18.355;           2.376;           2.874 (120.959 %);   6421.119
      BASE;           0.062;           0.000;           0.000;          4;         31;          16.304;           3.226;          17.516;           4.196;           2.401 (57.210 %);   7272.183
      BASE;           0.125;           0.000;           0.000;          8;         31;          19.693;           4.484;          16.452;           5.074;           2.051 (40.418 %);  12028.311
      BASE;           0.250;           0.000;           0.000;         16;         31;          84.095;           6.645;          22.355;           7.322;           2.702 (36.904 %);  16672.621
      BASE;           0.500;           0.000;           0.000;         32;         31;         166.118;          12.355;         533.419;          28.594;          90.627 (316.942 %);   8538.078
      BASE;           1.000;           0.001;           0.000;         64;         31;         477.169;          34.065;          46.419;          34.574;           2.128 ( 6.155 %);  14122.868
      BASE;           2.000;           0.002;           0.000;        128;         31;         978.470;          99.065;         100.290;          99.487;           0.239 ( 0.240 %);   9816.000
      BASE;           4.000;           0.004;           0.000;        256;         31;        1352.655;         215.806;         756.968;         255.444;         127.308 (49.838 %);   7646.007
      BASE;           8.000;           0.008;           0.000;        512;         31;        7047.837;         499.484;        1438.355;         570.537;         160.055 (28.053 %);   6846.624
      BASE;          16.000;           0.016;           0.000;       1024;         31;        8422.289;        1069.903;        1270.677;        1076.866;          34.796 ( 3.231 %);   7254.848
      BASE;          32.000;           0.031;           0.000;       2048;         31;       22148.884;        2209.806;        3390.258;        2372.291;         323.118 (13.620 %);   6586.459
      BASE;          64.000;           0.062;           0.000;       4096;         31;       64554.582;        4490.484;        7514.710;        4778.444;         669.799 (14.017 %);   6539.786
      BASE;         128.000;           0.125;           0.000;       8192;         31;      100801.872;        9053.226;       13349.516;        9633.318;        1066.748 (11.074 %);   6487.900
      BASE;         256.000;           0.250;           0.000;      16384;         31;      327008.969;       18175.774;       22224.194;       19094.929;        1406.206 ( 7.364 %);   6546.241
      BASE;         512.000;           0.500;           0.000;      32768;         31;      436284.926;       36420.806;       43370.194;       38583.445;        2309.088 ( 5.985 %);   6479.463
      BASE;        1024.000;           1.000;           0.001;      65536;         31;      743949.095;       72910.613;       78823.258;       76031.976;        2010.457 ( 2.644 %);   6576.181
      BASE;        2048.000;           2.000;           0.002;     131072;         31;     1671211.694;      145993.000;      172386.419;      151074.057;        5225.115 ( 3.459 %);   6619.270
      BASE;        4096.000;           4.000;           0.004;     262144;         31;     3301229.014;      292185.516;      314638.097;      296901.265;        6419.543 ( 2.162 %);   6736.246
      BASE;        8192.000;           8.000;           0.008;     524288;         31;     7107912.834;      584599.387;      623152.129;      589818.806;        9671.015 ( 1.640 %);   6781.744
      BASE;       16384.000;          16.000;           0.016;    1048576;         31;    12763468.881;     1193748.323;     1265211.194;     1206091.555;       18693.290 ( 1.550 %);   6632.996
