     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;           1.164;           2.355;           3.968;           2.488;           0.306 (12.292 %);   3066.747
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;          18.360;           2.742;           5.258;           2.983;           0.455 (15.249 %);   5114.594
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          44.134;           3.161;           5.226;           3.339;           0.366 (10.975 %);   9139.193
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;          22.556;           2.677;           4.742;           2.810;           0.372 (13.243 %);  21717.901
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;          42.758;           3.903;           5.903;           4.064;           0.342 ( 8.412 %);  30040.397
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;         281.189;           5.581;           8.452;           6.064;           0.441 ( 7.272 %);  40263.721
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;         244.207;          12.032;          14.226;          12.228;           0.365 ( 2.985 %);  39932.186
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;        1461.192;          28.161;          30.710;          28.431;           0.416 ( 1.465 %);  34348.408
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;        1660.717;          51.516;          53.452;          51.857;           0.306 ( 0.591 %);  37663.466
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;        2810.335;         125.419;         127.419;         125.837;           0.339 ( 0.269 %);  31042.202
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;        6652.955;         267.581;         270.194;         268.440;           0.504 ( 0.188 %);  29103.351
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;       15308.118;         552.484;        1095.548;         590.801;         129.044 (21.842 %);  26447.164
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;       34941.641;        1123.097;        2244.161;        1218.001;         275.015 (22.579 %);  25656.794
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;       65313.454;        2265.613;        3876.419;        2439.034;         368.187 (15.096 %);  25624.897
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;      128505.264;        4545.774;        6763.839;        4731.283;         485.941 (10.271 %);  26419.892
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;      393763.102;        9107.935;       11140.548;        9312.899;         413.483 ( 4.440 %);  26844.487
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;      894801.028;       19313.516;       21915.097;       19770.398;         618.810 ( 3.130 %);  25290.336
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;     2118432.514;       39801.871;       41713.548;       40252.800;         623.020 ( 1.548 %);  24842.993
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;     3655292.621;       77265.387;       86655.742;       80422.525;        2404.737 ( 2.990 %);  24868.655
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;    12468636.976;      157524.903;      165954.903;      162003.251;        1322.549 ( 0.816 %);  24690.862
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;    15010500.393;      395725.032;      534320.516;      415528.747;       23419.221 ( 5.636 %);  19252.579
