     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;           0.586;           0.001;           0.000;          5;         31;         109.161;         266.000;         119.796;          35.664 (29.770 %);   1592.168
     CBLAS;           2.344;           0.002;           0.000;         10;         31;         649.581;         772.806;         653.980;          21.335 ( 3.262 %);   1166.609
     CBLAS;           5.273;           0.005;           0.000;         15;         31;        2049.839;        3301.032;        2226.776;         335.137 (15.050 %);    770.896
     CBLAS;           9.375;           0.009;           0.000;         20;         31;        4964.548;        7110.935;        5247.078;         529.601 (10.093 %);    581.611
     CBLAS;          14.648;           0.014;           0.000;         25;         31;        8699.871;       10260.581;        9198.289;         307.753 ( 3.346 %);    518.398
     CBLAS;          21.094;           0.021;           0.000;         30;         31;       18117.258;       19080.484;       18389.059;         327.598 ( 1.781 %);    373.399
     CBLAS;          28.711;           0.028;           0.000;         35;         31;       23857.452;       36775.968;       26719.784;        4125.219 (15.439 %);    349.779
     CBLAS;          37.500;           0.037;           0.000;         40;         31;       49037.032;       54433.677;       51379.653;        1207.954 ( 2.351 %);    237.585
     CBLAS;          47.461;           0.046;           0.000;         45;         31;       67303.032;       71667.065;       68080.241;        1001.046 ( 1.470 %);    226.931
     CBLAS;          58.594;           0.057;           0.000;         50;         31;       87052.258;       93345.129;       88278.141;        1516.916 ( 1.718 %);    216.061
     CBLAS;          70.898;           0.069;           0.000;         55;         31;      114059.290;      122566.935;      116029.533;        2534.998 ( 2.185 %);    198.906
     CBLAS;          84.375;           0.082;           0.000;         60;         31;      151058.935;      159316.774;      154870.710;        2173.870 ( 1.404 %);    177.347
     CBLAS;          99.023;           0.097;           0.000;         65;         31;      181357.194;      193236.839;      185183.889;        2463.748 ( 1.330 %);    174.066
     CBLAS;         114.844;           0.112;           0.000;         70;         31;      222562.355;      234904.903;      228438.778;        2116.591 ( 0.927 %);    163.650
