     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;           0.586;           0.001;           0.000;          5;         31;         107.452;         246.677;         113.000;          24.008 (21.246 %);   1687.919
     CBLAS;           2.344;           0.002;           0.000;         10;         31;         648.968;        1850.645;         766.878;         278.668 (36.338 %);    994.864
     CBLAS;           5.273;           0.005;           0.000;         15;         31;        2136.548;        3416.548;        2341.198;         377.116 (16.108 %);    733.220
     CBLAS;           9.375;           0.009;           0.000;         20;         31;        4524.032;        6862.613;        5327.930;         636.373 (11.944 %);    572.785
     CBLAS;          14.648;           0.014;           0.000;         25;         31;        9259.903;       10853.387;        9679.214;         527.458 ( 5.449 %);    492.640
     CBLAS;          21.094;           0.021;           0.000;         30;         31;       18178.387;       21045.806;       18717.395;         567.077 ( 3.030 %);    366.849
     CBLAS;          28.711;           0.028;           0.000;         35;         31;       24329.806;       37559.903;       27213.548;        4117.969 (15.132 %);    343.432
     CBLAS;          37.500;           0.037;           0.000;         40;         31;       49950.645;       56509.290;       51920.586;        1598.006 ( 3.078 %);    235.110
     CBLAS;          47.461;           0.046;           0.000;         45;         31;       67257.871;       75530.194;       69861.276;        1923.569 ( 2.753 %);    221.146
     CBLAS;          58.594;           0.057;           0.000;         50;         31;       87251.484;      100886.935;       90493.527;        2987.804 ( 3.302 %);    210.772
     CBLAS;          70.898;           0.069;           0.000;         55;         31;      114069.194;      127956.323;      117949.285;        2848.359 ( 2.415 %);    195.668
     CBLAS;          84.375;           0.082;           0.000;         60;         31;      151585.839;      168809.355;      157177.908;        3531.682 ( 2.247 %);    174.744
     CBLAS;          99.023;           0.097;           0.000;         65;         31;      182900.387;      202913.129;      187838.456;        3788.192 ( 2.017 %);    171.606
     CBLAS;         114.844;           0.112;           0.000;         70;         31;      227117.484;      256023.613;      231382.014;        5605.714 ( 2.423 %);    161.568
