     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;           0.016;           0.000;           0.000;          1;         31;           2.124;           6.871;          53.645;           8.371;           8.130 (97.113 %);    911.358
     CBLAS;           0.031;           0.000;           0.000;          2;         31;          14.600;           7.935;          69.516;           9.975;          10.691 (107.184 %);   1529.767
     CBLAS;           0.062;           0.000;           0.000;          4;         31;          26.386;           8.387;          72.194;          10.463;          11.082 (105.915 %);   2916.618
     CBLAS;           0.125;           0.000;           0.000;          8;         31;         211.679;           8.323;          56.839;           9.956;           8.420 (84.570 %);   6130.483
     CBLAS;           0.250;           0.000;           0.000;         16;         31;         184.387;          12.355;          84.613;          14.698;          12.553 (85.410 %);   8305.263
     CBLAS;           0.500;           0.000;           0.000;         32;         31;        2443.494;          20.290;          77.677;          22.162;           9.966 (44.970 %);  11016.049
     CBLAS;           1.000;           0.001;           0.000;         64;         31;        3440.682;          45.419;         114.065;          47.676;          11.919 (25.001 %);  10241.562
     CBLAS;           2.000;           0.002;           0.000;        128;         31;      113449.984;          95.161;         154.613;          98.176;          10.150 (10.338 %);   9947.064
     CBLAS;           4.000;           0.004;           0.000;        256;         31;        9577.034;         240.323;        3447.065;         371.250;         578.788 (155.902 %);   5260.939
     CBLAS;           8.000;           0.008;           0.000;        512;         31;       15858.504;         524.194;         571.581;         526.295;           8.143 ( 1.547 %);   7422.165
     CBLAS;          16.000;           0.016;           0.000;       1024;         31;      112190.455;        1093.613;        1235.194;        1098.144;          24.603 ( 2.240 %);   7114.278
     CBLAS;          32.000;           0.031;           0.000;       2048;         31;      126899.858;        2233.194;        2307.677;        2236.397;          12.816 ( 0.573 %);   6986.685
     CBLAS;          64.000;           0.062;           0.000;       4096;         31;      396610.316;        4516.677;        8926.968;        5023.514;         851.812 (16.956 %);   6220.745
     CBLAS;         128.000;           0.125;           0.000;       8192;         31;     3505798.889;        9077.613;       12094.452;        9553.856;         863.748 ( 9.041 %);   6541.861
     CBLAS;         256.000;           0.250;           0.000;      16384;         31;     1587047.798;       18200.871;       22067.226;       19209.873;        1445.786 ( 7.526 %);   6507.071
     CBLAS;         512.000;           0.500;           0.000;      32768;         31;     7720872.618;       36456.742;       40062.935;       37050.098;        1029.277 ( 2.778 %);   6747.621
     CBLAS;        1024.000;           1.000;           0.001;      65536;         31;     9795911.064;       72943.355;       79829.452;       74043.912;        1915.565 ( 2.587 %);   6752.750
     CBLAS;        2048.000;           2.000;           0.002;     131072;         31;    14671096.907;      145964.903;      158169.516;      147158.121;        2491.775 ( 1.693 %);   6795.412
     CBLAS;        4096.000;           4.000;           0.004;     262144;         31;    39944343.073;      293328.645;      308460.194;      294706.518;        2766.458 ( 0.939 %);   6786.413
     CBLAS;        8192.000;           8.000;           0.008;     524288;         31;    67723745.737;      610476.548;      681693.129;      616696.966;       12330.149 ( 1.999 %);   6486.168
     CBLAS;       16384.000;          16.000;           0.016;    1048576;         31;   135220018.579;     1289053.355;     1460865.935;     1333131.679;       30910.388 ( 2.319 %);   6000.908
