     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.586;           0.001;           0.000;          5;         31;          62.806;          71.000;          63.447;           1.396 ( 2.200 %);   3006.221
   UNROLL4;           2.344;           0.002;           0.000;         10;         31;         352.871;         369.323;         354.356;           2.732 ( 0.771 %);   2153.032
   UNROLL4;           5.273;           0.005;           0.000;         15;         31;        1087.290;        1817.677;        1167.761;         174.474 (14.941 %);   1470.005
   UNROLL4;           9.375;           0.009;           0.000;         20;         31;        2085.290;        4336.548;        2306.273;         476.795 (20.674 %);   1323.242
   UNROLL4;          14.648;           0.014;           0.000;         25;         31;        4731.677;        5474.677;        4835.596;         204.415 ( 4.227 %);    986.098
   UNROLL4;          21.094;           0.021;           0.000;         30;         31;        7928.710;        9277.774;        8169.553;         315.645 ( 3.864 %);    840.493
   UNROLL4;          28.711;           0.028;           0.000;         35;         31;       12767.839;       14144.290;       13395.389;         371.744 ( 2.775 %);    697.703
   UNROLL4;          37.500;           0.037;           0.000;         40;         31;       16932.710;       19171.935;       17978.321;         631.414 ( 3.512 %);    678.986
   UNROLL4;          47.461;           0.046;           0.000;         45;         31;       24353.613;       27577.968;       26566.702;        1044.122 ( 3.930 %);    581.537
   UNROLL4;          58.594;           0.057;           0.000;         50;         31;       34366.516;       37403.968;       36193.620;         970.450 ( 2.681 %);    526.985
   UNROLL4;          70.898;           0.069;           0.000;         55;         31;       46376.677;       52523.355;       49775.369;        1568.552 ( 3.151 %);    463.661
   UNROLL4;          84.375;           0.082;           0.000;         60;         31;       55123.323;       60793.742;       59672.126;        1477.302 ( 2.476 %);    460.279
   UNROLL4;          99.023;           0.097;           0.000;         65;         31;       72101.065;       81478.645;       77539.566;        2071.517 ( 2.672 %);    415.713
   UNROLL4;         114.844;           0.112;           0.000;         70;         31;       91104.097;      101910.226;       98436.342;        2780.190 ( 2.824 %);    379.779
