     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.586;           0.001;           0.000;          5;         31;         422.194;         426.742;         424.989;           1.281 ( 0.301 %);    448.799
   UNROLL4;           2.344;           0.002;           0.000;         10;         31;        3567.742;        5594.032;        3784.661;         468.326 (12.374 %);    201.587
   UNROLL4;           5.273;           0.005;           0.000;         15;         31;        8796.516;       12195.903;        9286.889;         886.502 ( 9.546 %);    184.843
   UNROLL4;           9.375;           0.009;           0.000;         20;         31;       20049.581;       24127.935;       21364.150;         969.691 ( 4.539 %);    142.845
   UNROLL4;          14.648;           0.014;           0.000;         25;         31;       37732.839;       46348.903;       40534.259;        2797.183 ( 6.901 %);    117.638
   UNROLL4;          21.094;           0.021;           0.000;         30;         31;       65195.258;       75810.032;       68081.324;        3233.877 ( 4.750 %);    100.857
   UNROLL4;          28.711;           0.028;           0.000;         35;         31;      103522.903;      116125.032;      108695.069;        3486.070 ( 3.207 %);     85.984
   UNROLL4;          37.500;           0.037;           0.000;         40;         31;      152235.097;      169477.387;      158627.951;        4828.798 ( 3.044 %);     76.954
   UNROLL4;          47.461;           0.046;           0.000;         45;         31;      219055.000;      237178.258;      227973.140;        5883.098 ( 2.581 %);     67.769
   UNROLL4;          58.594;           0.057;           0.000;         50;         31;      304226.871;      343043.355;      317432.613;        8729.517 ( 2.750 %);     60.087
   UNROLL4;          70.898;           0.069;           0.000;         55;         31;      418221.129;      456084.548;      439896.865;       10190.102 ( 2.316 %);     52.464
   UNROLL4;          84.375;           0.082;           0.000;         60;         31;      576775.968;      627657.903;      591564.511;        8109.081 ( 1.371 %);     46.429
   UNROLL4;          99.023;           0.097;           0.000;         65;         31;      706753.065;      743967.065;      723989.019;        5766.121 ( 0.796 %);     44.523
   UNROLL4;         114.844;           0.112;           0.000;         70;         31;      905651.677;      965632.806;      917590.016;       13838.029 ( 1.508 %);     40.742
