     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           0.586;           0.001;           0.000;          5;         31;          85.452;          92.161;          85.863;           1.155 ( 1.345 %);   2221.382
       IJK;           2.344;           0.002;           0.000;         10;         31;         676.742;         870.097;         683.624;          33.509 ( 4.902 %);   1116.023
       IJK;           5.273;           0.005;           0.000;         15;         31;        2105.581;        6284.871;        2433.519;         771.231 (31.692 %);    705.404
       IJK;           9.375;           0.009;           0.000;         20;         31;        4818.032;        7934.516;        5108.504;         634.527 (12.421 %);    597.388
       IJK;          14.648;           0.014;           0.000;         25;         31;        9355.000;       12741.355;       10359.299;        1063.477 (10.266 %);    460.299
       IJK;          21.094;           0.021;           0.000;         30;         31;       15887.258;       21347.000;       17211.322;        1479.000 ( 8.593 %);    398.950
       IJK;          28.711;           0.028;           0.000;         35;         31;       24957.323;       33553.677;       28026.370;        2261.245 ( 8.068 %);    333.472
       IJK;          37.500;           0.037;           0.000;         40;         31;       37874.323;       46041.806;       41978.890;        2323.631 ( 5.535 %);    290.790
       IJK;          47.461;           0.046;           0.000;         45;         31;       58306.548;       74653.065;       66089.541;        3116.467 ( 4.716 %);    233.767
       IJK;          58.594;           0.057;           0.000;         50;         31;       85015.000;      102419.452;       92735.326;        3076.469 ( 3.317 %);    205.677
       IJK;          70.898;           0.069;           0.000;         55;         31;      118417.387;      130396.774;      125536.684;        3012.628 ( 2.400 %);    183.842
       IJK;          84.375;           0.082;           0.000;         60;         31;      154107.581;      169346.226;      164625.566;        3168.311 ( 1.925 %);    166.838
       IJK;          99.023;           0.097;           0.000;         65;         31;      202480.000;      216279.290;      212497.354;        2857.698 ( 1.345 %);    151.692
       IJK;         114.844;           0.112;           0.000;         70;         31;      270273.742;      287852.129;      284057.015;        4069.851 ( 1.433 %);    131.607
