     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;           5.823;           2.774;           4.677;           2.919;           0.351 (12.018 %);   2613.821
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;          75.774;           2.871;           5.774;           3.076;           0.548 (17.813 %);   4960.197
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          15.071;           2.774;           4.452;           2.908;           0.298 (10.242 %);  10493.944
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;          41.654;           3.645;           4.581;           3.754;           0.152 ( 4.047 %);  16260.147
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;         152.696;           6.710;           8.516;           6.839;           0.315 ( 4.608 %);  17849.904
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;         410.447;          13.806;          15.742;          13.995;           0.336 ( 2.402 %);  17444.706
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;        3715.404;          22.387;          24.323;          22.632;           0.331 ( 1.462 %);  21574.384
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;        4783.142;          49.355;          51.129;          49.686;           0.304 ( 0.611 %);  19654.596
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;        8070.563;          92.387;          95.419;          92.856;           0.507 ( 0.546 %);  21033.844
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;       51009.649;         177.935;         180.387;         178.814;           0.446 ( 0.250 %);  21845.292
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;       47646.010;         348.935;         355.677;         350.819;           1.219 ( 0.347 %);  22269.308
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;   334224879.129;         692.065;        1227.484;         710.229;          92.859 (13.075 %);  21999.955
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;      418454.275;        1756.065;        4219.226;        2029.682;         513.074 (25.279 %);  15396.498
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;      701707.009;        3505.258;        5660.129;        3843.084;         635.327 (16.532 %);  16262.980
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;     1421236.975;        7418.935;        9355.129;        7724.074;         549.593 ( 7.115 %);  16183.169
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;     4944076.201;       16717.484;       17027.484;       16759.791;          63.353 ( 0.378 %);  14916.654
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;     7467381.553;       33611.161;       36250.548;       34167.066;         753.595 ( 2.206 %);  14633.975
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;    18731417.263;       65097.581;       69640.258;       67255.275;         985.534 ( 1.465 %);  14868.722
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;    26757629.603;      135356.452;      141293.194;      138432.173;        1815.559 ( 1.312 %);  14447.509
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;    63491652.452;      386075.581;      511266.161;      405959.521;       22768.125 ( 5.608 %);   9853.199
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;   270148534.026;      960787.968;     1158996.000;     1019632.832;       37747.355 ( 3.702 %);   7845.962
