     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IJK;           0.586;           0.001;           0.000;          5;         31;          63.774;          83.968;          64.868;           3.443 ( 5.308 %);   2940.352
       IJK;           2.344;           0.002;           0.000;         10;         31;         468.194;         486.000;         469.336;           3.021 ( 0.644 %);   1625.571
       IJK;           5.273;           0.005;           0.000;         15;         31;        1401.000;        2432.806;        1447.917;         183.346 (12.663 %);   1185.575
       IJK;           9.375;           0.009;           0.000;         20;         31;        3309.871;        4627.839;        3487.835;         329.516 ( 9.448 %);    874.972
       IJK;          14.648;           0.014;           0.000;         25;         31;        6730.677;        9447.032;        7247.204;         816.142 (11.261 %);    657.960
       IJK;          21.094;           0.021;           0.000;         30;         31;       12826.161;       17825.258;       13788.321;        1315.573 ( 9.541 %);    497.991
       IJK;          28.711;           0.028;           0.000;         35;         31;       20994.226;       26782.935;       22862.487;        1665.827 ( 7.286 %);    408.792
       IJK;          37.500;           0.037;           0.000;         40;         31;       32011.355;       41869.387;       35385.939;        2249.034 ( 6.356 %);    344.968
       IJK;          47.461;           0.046;           0.000;         45;         31;       46514.903;       55205.710;       51665.918;        2411.730 ( 4.668 %);    299.027
       IJK;          58.594;           0.057;           0.000;         50;         31;       68709.871;       79998.323;       76297.521;        2501.020 ( 3.278 %);    249.988
       IJK;          70.898;           0.069;           0.000;         55;         31;      104560.516;      116270.613;      110073.509;        2508.143 ( 2.279 %);    209.668
       IJK;          84.375;           0.082;           0.000;         60;         31;      139583.548;      155183.677;      149036.793;        3355.625 ( 2.252 %);    184.289
       IJK;          99.023;           0.097;           0.000;         65;         31;      185608.548;      203576.419;      193006.152;        3378.340 ( 1.750 %);    167.011
       IJK;         114.844;           0.112;           0.000;         70;         31;      233927.452;      249378.903;      242089.976;        3373.612 ( 1.394 %);    154.422
