     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;          65.564;           1.968;           3.484;           2.106;           0.292 (13.859 %);   3623.431
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;           5.826;           2.581;           4.581;           2.732;           0.390 (14.286 %);   5584.881
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;          14.702;           2.161;           3.548;           2.278;           0.262 (11.506 %);  13398.919
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;          39.361;           3.774;           6.548;           3.963;           0.514 (12.967 %);  15401.817
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;         643.260;           4.742;           7.452;           4.900;           0.462 ( 9.420 %);  24910.818
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         181.153;           6.710;           9.194;           6.843;           0.448 ( 6.550 %);  35679.408
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;        1628.264;          11.452;          14.323;          11.638;           0.490 ( 4.212 %);  41954.621
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;        1470.290;          24.645;          30.452;          25.201;           1.250 ( 4.958 %);  38750.376
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;        1501.342;          53.935;          55.613;          54.148;           0.279 ( 0.515 %);  36070.386
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;        4369.242;         124.355;         127.065;         125.042;           0.495 ( 0.396 %);  31239.495
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       15167.015;         267.419;         270.161;         267.942;           0.505 ( 0.188 %);  29157.394
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;       21960.459;         551.516;         791.226;         560.960;          42.368 ( 7.553 %);  27854.040
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;       29825.780;        1122.774;        3504.968;        1223.359;         428.784 (35.050 %);  25544.428
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;       97067.764;        2266.129;        3332.452;        2325.124;         194.595 ( 8.369 %);  26880.285
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;      218153.483;        4547.484;        6655.484;        4765.173;         485.491 (10.188 %);  26231.996
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;      398015.936;        9108.968;        9160.097;        9117.210;          13.548 ( 0.149 %);  27420.669
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;     1061566.120;       18232.387;       18481.097;       18270.981;          76.391 ( 0.418 %);  27365.799
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;     1707490.479;       36484.419;       42094.226;       36877.349;        1268.089 ( 3.439 %);  27116.917
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;     4769999.163;       72969.484;       83471.742;       75805.232;        3226.803 ( 4.257 %);  26383.403
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;     6242038.864;      147470.839;      162394.935;      154455.909;        5070.528 ( 3.283 %);  25897.358
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;    13938079.394;      393732.097;      408072.129;      397990.007;        4375.725 ( 1.099 %);  20101.007
