     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;         358.323;         368.387;         361.009;           1.683 ( 0.466 %);    528.339
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;        2198.581;        3287.645;        2422.061;         349.211 (14.418 %);    314.996
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        7648.581;        9312.742;        7974.096;         313.335 ( 3.929 %);    215.274
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;       18433.839;       18918.000;       18690.016;         159.202 ( 0.852 %);    163.283
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;       33061.129;       35762.581;       34295.298;         845.747 ( 2.466 %);    139.039
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;       57074.581;       65668.129;       59796.224;        1919.123 ( 3.209 %);    114.831
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       89761.484;      103086.645;       93235.825;        3099.171 ( 3.324 %);    100.241
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;      132181.613;      139468.065;      134012.393;        1946.366 ( 1.452 %);     91.089
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;      187523.194;      199475.000;      193975.488;        2883.612 ( 1.487 %);     79.647
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;      247207.032;      259283.097;      251525.910;        3303.167 ( 1.313 %);     75.831
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;      331649.613;      375543.161;      351483.142;        7811.841 ( 2.223 %);     65.662
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;      438279.226;      472652.871;      448211.229;        7165.612 ( 1.599 %);     61.279
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;      547735.677;      591419.968;      560603.085;        7095.749 ( 1.266 %);     57.499
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;      704730.968;      741998.710;      717033.514;        6773.816 ( 0.945 %);     52.137
