     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;           0.016;           0.000;           0.000;          1;         31;           6.922;           7.194;          64.226;           9.031;           9.909 (109.719 %);    844.774
     CBLAS;           0.031;           0.000;           0.000;          2;         31;           9.570;           8.452;          73.258;          10.580;          11.253 (106.362 %);   1442.275
     CBLAS;           0.062;           0.000;           0.000;          4;         31;          37.388;           8.774;          64.000;          10.536;           9.598 (91.103 %);   2896.593
     CBLAS;           0.125;           0.000;           0.000;          8;         31;         571.576;           8.548;          59.581;          10.245;           8.858 (86.459 %);   5957.348
     CBLAS;           0.250;           0.000;           0.000;         16;         31;         203.030;          11.710;          72.226;          13.750;          10.498 (76.354 %);   8877.999
     CBLAS;           0.500;           0.000;           0.000;         32;         31;         407.060;          23.581;          91.645;          25.822;          11.819 (45.770 %);   9454.719
     CBLAS;           1.000;           0.001;           0.000;         64;         31;        1924.186;          45.258;         100.065;          47.092;           9.510 (20.195 %);  10368.692
     CBLAS;           2.000;           0.002;           0.000;        128;         31;        4724.189;          96.710;         155.484;          98.917;          10.157 (10.268 %);   9872.554
     CBLAS;           4.000;           0.004;           0.000;        256;         31;       57733.680;         239.968;         299.000;         243.008;          10.059 ( 4.139 %);   8037.293
     CBLAS;           8.000;           0.008;           0.000;        512;         31;       42732.830;         524.355;         586.032;         526.795;          10.642 ( 2.020 %);   7415.127
     CBLAS;          16.000;           0.016;           0.000;       1024;         31;      768805.792;        1094.742;        2222.355;        1180.793;         235.732 (19.964 %);   6616.318
     CBLAS;          32.000;           0.031;           0.000;       2048;         31;      125983.887;        2234.129;        3445.742;        2381.819;         305.918 (12.844 %);   6560.112
     CBLAS;          64.000;           0.062;           0.000;       4096;         31;      645438.588;        4516.129;        7110.065;        4839.431;         591.060 (12.213 %);   6457.371
     CBLAS;         128.000;           0.125;           0.000;       8192;         31;      595148.137;        9078.000;       13085.194;        9875.532;        1095.364 (11.092 %);   6328.773
     CBLAS;         256.000;           0.250;           0.000;      16384;         31;     1966527.464;       18722.645;       22387.710;       19574.880;         934.146 ( 4.772 %);   6385.735
     CBLAS;         512.000;           0.500;           0.000;      32768;         31;     6385683.071;       36446.903;       42533.613;       38484.187;        1778.734 ( 4.622 %);   6496.175
     CBLAS;        1024.000;           1.000;           0.001;      65536;         31;    11018239.766;       72996.613;       83842.516;       77916.512;        3532.778 ( 4.534 %);   6417.125
     CBLAS;        2048.000;           2.000;           0.002;     131072;         31;    15542794.885;      145963.387;      166478.290;      152782.734;        5667.524 ( 3.710 %);   6545.242
     CBLAS;        4096.000;           4.000;           0.004;     262144;         31;    40247205.445;      293171.032;      328573.290;      304750.404;        9331.920 ( 3.062 %);   6562.748
     CBLAS;        8192.000;           8.000;           0.008;     524288;         31;    65677125.407;      614763.194;      678372.161;      640738.778;       16749.817 ( 2.614 %);   6242.794
     CBLAS;       16384.000;          16.000;           0.016;    1048576;         31;   215508557.109;     1311404.258;     1469826.323;     1367387.011;       32664.921 ( 2.389 %);   5850.575
