     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;           0.586;           0.001;           0.000;          5;         31;          50.677;          56.323;          51.083;           0.964 ( 1.887 %);   3733.816
       IEX;           2.344;           0.002;           0.000;         10;         31;         370.645;         377.290;         372.030;           1.287 ( 0.346 %);   2050.745
       IEX;           5.273;           0.005;           0.000;         15;         31;         882.645;         935.613;         885.388;           9.090 ( 1.027 %);   1938.826
       IEX;           9.375;           0.009;           0.000;         20;         31;        1693.484;        3590.097;        2053.301;         422.436 (20.574 %);   1486.269
       IEX;          14.648;           0.014;           0.000;         25;         31;        3786.742;        5399.097;        4168.560;         408.188 ( 9.792 %);   1143.889
       IEX;          21.094;           0.021;           0.000;         30;         31;        7038.548;        8148.065;        7391.451;         302.586 ( 4.094 %);    928.973
       IEX;          28.711;           0.028;           0.000;         35;         31;       11962.871;       12666.387;       12412.248;         160.859 ( 1.296 %);    752.967
       IEX;          37.500;           0.037;           0.000;         40;         31;       16297.935;       17416.290;       16585.217;         364.585 ( 2.198 %);    736.019
       IEX;          47.461;           0.046;           0.000;         45;         31;       24273.871;       25588.774;       24590.294;         448.120 ( 1.822 %);    628.277
       IEX;          58.594;           0.057;           0.000;         50;         31;       32216.226;       33817.774;       32788.248;         619.754 ( 1.890 %);    581.717
       IEX;          70.898;           0.069;           0.000;         55;         31;       44962.548;       47053.000;       45239.903;         544.279 ( 1.203 %);    510.145
       IEX;          84.375;           0.082;           0.000;         60;         31;       52186.903;       54766.548;       52784.091;         847.831 ( 1.606 %);    520.343
       IEX;          99.023;           0.097;           0.000;         65;         31;       68480.226;       71432.645;       69224.111;        1007.465 ( 1.455 %);    465.650
       IEX;         114.844;           0.112;           0.000;         70;         31;       84665.903;       88782.710;       86003.710;        1532.679 ( 1.782 %);    434.679
