     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IKJ;           0.586;           0.001;           0.000;          5;         31;          50.710;         573.871;          68.179;          90.786 (133.159 %);   2797.565
       IKJ;           2.344;           0.002;           0.000;         10;         31;         420.258;         625.419;         430.181;          35.204 ( 8.183 %);   1773.532
       IKJ;           5.273;           0.005;           0.000;         15;         31;         972.161;        2013.097;        1157.447;         266.381 (23.015 %);   1483.104
       IKJ;           9.375;           0.009;           0.000;         20;         31;        1717.645;        3029.935;        1864.156;         333.811 (17.907 %);   1637.072
       IKJ;          14.648;           0.014;           0.000;         25;         31;        3711.935;        6707.097;        4113.149;         638.538 (15.524 %);   1159.300
       IKJ;          21.094;           0.021;           0.000;         30;         31;        6433.226;        9177.355;        7296.816;         597.356 ( 8.187 %);    941.021
       IKJ;          28.711;           0.028;           0.000;         35;         31;       10747.839;       13859.452;       12318.643;         722.831 ( 5.868 %);    758.688
       IKJ;          37.500;           0.037;           0.000;         40;         31;       14224.097;       17539.548;       15546.242;         793.762 ( 5.106 %);    785.208
       IKJ;          47.461;           0.046;           0.000;         45;         31;       20589.161;       24789.194;       23365.983;        1298.318 ( 5.556 %);    661.197
       IKJ;          58.594;           0.057;           0.000;         50;         31;       27447.710;       33815.710;       31556.219;        1941.422 ( 6.152 %);    604.429
       IKJ;          70.898;           0.069;           0.000;         55;         31;       38073.548;       47619.097;       44540.281;        2699.008 ( 6.060 %);    518.158
       IKJ;          84.375;           0.082;           0.000;         60;         31;       42779.645;       54438.903;       51653.428;        2850.950 ( 5.519 %);    531.733
       IKJ;          99.023;           0.097;           0.000;         65;         31;       56031.161;       72299.903;       68617.054;        3715.783 ( 5.415 %);    469.769
       IKJ;         114.844;           0.112;           0.000;         70;         31;       70549.226;       88919.355;       85653.165;        3997.855 ( 4.667 %);    436.458
