     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IKJ;           0.586;           0.001;           0.000;          5;         31;          72.968;         244.871;          84.111;          28.965 (34.436 %);   2267.645
       IKJ;           2.344;           0.002;           0.000;         10;         31;         485.645;         494.065;         486.721;           1.387 ( 0.285 %);   1567.507
       IKJ;           5.273;           0.005;           0.000;         15;         31;        1657.484;        5087.710;        1873.587;         629.799 (33.615 %);    916.218
       IKJ;           9.375;           0.009;           0.000;         20;         31;        3763.419;        5987.000;        3975.461;         461.719 (11.614 %);    767.649
       IKJ;          14.648;           0.014;           0.000;         25;         31;        7410.645;       12466.742;        8184.046;         998.078 (12.195 %);    582.642
       IKJ;          21.094;           0.021;           0.000;         30;         31;       15350.613;       22939.968;       17461.037;        1839.445 (10.535 %);    393.244
       IKJ;          28.711;           0.028;           0.000;         35;         31;       30224.774;       34139.419;       32141.923;         782.691 ( 2.435 %);    290.773
       IKJ;          37.500;           0.037;           0.000;         40;         31;       43192.548;       47840.290;       45835.745;         771.895 ( 1.684 %);    266.321
       IKJ;          47.461;           0.046;           0.000;         45;         31;       58795.097;       65260.226;       62636.953;        1229.525 ( 1.963 %);    246.652
       IKJ;          58.594;           0.057;           0.000;         50;         31;       80782.032;       88039.129;       84918.037;        1591.590 ( 1.874 %);    224.611
       IKJ;          70.898;           0.069;           0.000;         55;         31;      106266.871;      116510.968;      111795.975;        1614.386 ( 1.444 %);    206.438
       IKJ;          84.375;           0.082;           0.000;         60;         31;      131534.065;      144543.968;      140863.968;        2265.446 ( 1.608 %);    194.981
       IKJ;          99.023;           0.097;           0.000;         65;         31;      163986.677;      180416.032;      175784.142;        3086.500 ( 1.756 %);    183.374
       IKJ;         114.844;           0.112;           0.000;         70;         31;      205349.226;      225119.097;      218913.996;        3234.346 ( 1.477 %);    170.770
