     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;           1.349;           1.710;           4.387;           1.936;           0.459 (23.692 %);   3939.864
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;           2.108;           2.516;           5.387;           2.701;           0.513 (18.977 %);   5649.563
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;          15.191;           1.839;           3.419;           2.120;           0.291 (13.737 %);  14393.491
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;          31.804;           3.097;           4.806;           3.358;           0.323 ( 9.632 %);  18177.282
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;         139.064;           4.065;           6.355;           4.252;           0.399 ( 9.373 %);  28707.570
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         169.054;           6.871;           9.065;           7.045;           0.432 ( 6.134 %);  34654.622
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;         198.170;          12.806;          14.774;          12.936;           0.332 ( 2.569 %);  37744.576
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;         915.892;          25.645;          29.194;          25.967;           0.589 ( 2.270 %);  37608.170
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;        1909.777;          53.355;          55.161;          53.605;           0.309 ( 0.576 %);  36435.444
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;        3109.380;         123.710;         126.129;         124.065;           0.401 ( 0.324 %);  31485.634
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       11334.592;         267.065;         489.484;         281.729;          38.099 (13.523 %);  27730.527
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;       16508.179;         551.129;        1248.323;         646.078;         172.010 (26.624 %);  24184.379
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;       30925.622;        1122.065;        1124.161;        1122.369;           0.373 ( 0.033 %);  27842.905
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;       78976.736;        2264.452;        3688.516;        2361.352;         314.518 (13.319 %);  26467.889
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;      132597.537;        4545.290;        7164.581;        4845.623;         576.008 (11.887 %);  25796.478
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;      396037.231;        9107.355;       12248.194;        9259.974;         602.981 ( 6.512 %);  26997.917
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;      750396.859;       18231.065;       23080.806;       19387.824;        1518.900 ( 7.834 %);  25789.382
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;     1389269.917;       36483.387;       43284.903;       38825.065;        1560.147 ( 4.018 %);  25756.557
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;     3984604.781;       73021.806;       83806.710;       79531.168;        2473.690 ( 3.110 %);  25147.374
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;   114760481.391;      151163.323;      165996.968;      161708.750;        3667.660 ( 2.268 %);  24735.829
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;    15588728.210;      401888.968;      424457.968;      410937.362;        5783.998 ( 1.408 %);  19467.687
