     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;          50.164;           3.226;           5.226;           3.473;           0.361 (10.394 %);   2196.699
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;          21.184;           3.581;           5.871;           3.850;           0.407 (10.559 %);   3962.869
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          95.960;           3.419;           5.194;           3.682;           0.328 ( 8.896 %);   8287.625
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;        4804.195;           3.387;           5.194;           3.516;           0.316 ( 8.983 %);  17358.622
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;         117.262;           3.935;           6.000;           4.113;           0.376 ( 9.144 %);  29676.314
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;         754.192;           5.194;           7.452;           5.334;           0.395 ( 7.408 %);  45767.979
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;        1679.938;           7.613;           9.677;           7.819;           0.356 ( 4.549 %);  62446.771
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;       13096.985;          15.484;         536.548;          31.481;          90.670 (288.014 %);  31020.756
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;       34673.110;          35.645;          37.194;          35.846;           0.260 ( 0.724 %);  54487.234
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;       22046.862;          68.839;          70.097;          69.098;           0.247 ( 0.358 %);  56532.230
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;      122255.236;         134.194;         135.387;         134.578;           0.269 ( 0.200 %);  58051.960
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;      114304.551;         277.935;         280.258;         278.648;           0.440 ( 0.158 %);  56074.311
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;      401804.880;         588.548;         592.290;         590.223;           0.839 ( 0.142 %);  52946.101
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;     1017197.466;        1175.935;        1721.419;        1199.500;          94.597 ( 7.886 %);  52105.065
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;     1321586.584;        2348.871;        3899.258;        2600.614;         409.636 (15.752 %);  48065.574
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;    36934324.869;        5550.355;        8203.484;        6041.807;         631.015 (10.444 %);  41378.346
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;     7046019.633;       15334.968;       17852.000;       15981.180;         710.397 ( 4.445 %);  31286.801
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;    14249328.325;       32195.839;       33521.935;       32636.851;         540.259 ( 1.655 %);  30640.211
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;    39333897.073;       68863.419;       74011.194;       71576.348;        1517.814 ( 2.121 %);  27942.191
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;    51130422.058;      267433.097;      380350.677;      282739.135;       21911.065 ( 7.750 %);  14147.316
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;   117154379.166;      857566.226;     1055671.161;      903439.661;       46132.062 ( 5.106 %);   8855.046
