     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;           1.606;           4.613;          11.452;           4.907;           1.180 (24.042 %);   1554.755
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;           6.053;           6.581;          12.710;           6.879;           1.055 (15.342 %);   2218.238
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          62.927;          11.452;          18.742;          11.925;           1.264 (10.597 %);   2559.184
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;          90.078;          10.387;          20.065;          10.829;           1.683 (15.543 %);   5636.303
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;         299.493;          18.000;          24.419;          18.380;           1.096 ( 5.962 %);   6641.383
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;        1712.307;          33.548;          39.871;          33.909;           1.076 ( 3.172 %);   7199.858
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;       97728.127;          64.226;          69.097;          64.611;           0.817 ( 1.264 %);   7557.253
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;       21622.474;         151.129;         159.581;         151.883;           1.411 ( 0.929 %);   6429.715
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;       15743.208;         249.452;         253.419;         250.111;           0.705 ( 0.282 %);   7809.019
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;       18985.493;         495.548;         503.677;         496.388;           1.357 ( 0.273 %);   7869.347
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;       52444.492;         988.839;        1566.129;        1020.684;         103.437 (10.134 %);   7654.179
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;      129101.670;        1982.903;        3995.355;        2102.385;         389.692 (18.536 %);   7432.035
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;      405949.935;        4130.419;        6517.548;        4488.101;         679.968 (15.150 %);   6962.856
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;     2059127.601;        8278.419;       10569.129;        8739.778;         729.800 ( 8.350 %);   7151.211
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;     1502551.060;       16451.710;       21024.452;       17492.698;        1242.071 ( 7.101 %);   7145.839
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;     3352637.810;       35076.452;       40550.645;       36399.068;        1358.869 ( 3.733 %);   6868.308
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;     5336248.988;       68230.065;       96132.742;       73486.142;        5100.475 ( 6.941 %);   6804.004
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;    24553082.106;      138091.290;      150194.548;      146457.303;        2777.158 ( 1.896 %);   6827.929
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;    43730072.445;      278103.774;      302655.129;      298178.708;        4294.980 ( 1.440 %);   6707.387
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;    64762774.439;      632494.452;      719104.903;      662521.110;       12349.276 ( 1.864 %);   6037.543
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;   140278415.869;     1406188.258;     1527983.806;     1441811.555;       21916.242 ( 1.520 %);   5548.575
