     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.016;           0.000;           0.000;          1;         31;           9.962;           4.452;           7.935;           4.698;           0.634 (13.499 %);   1623.985
   UNROLL4;           0.031;           0.000;           0.000;          2;         31;         256.275;           6.097;           8.968;           6.279;           0.534 ( 8.502 %);   2430.288
   UNROLL4;           0.062;           0.000;           0.000;          4;         31;           7.870;           5.355;           7.742;           5.542;           0.433 ( 7.822 %);   5507.053
   UNROLL4;           0.125;           0.000;           0.000;          8;         31;          34.960;           8.226;          12.097;           8.413;           0.664 ( 7.886 %);   7254.440
   UNROLL4;           0.250;           0.000;           0.000;         16;         31;         108.830;          13.645;          16.742;          13.947;           0.559 ( 4.007 %);   8752.308
   UNROLL4;           0.500;           0.000;           0.000;         32;         31;         130.647;          23.968;          26.871;          24.408;           0.493 ( 2.018 %);  10002.638
   UNROLL4;           1.000;           0.001;           0.000;         64;         31;         301.356;          44.806;          47.613;          45.149;           0.483 ( 1.070 %);  10814.985
   UNROLL4;           2.000;           0.002;           0.000;        128;         31;        1256.268;          95.484;         917.935;         124.362;         142.541 (114.618 %);   7852.600
   UNROLL4;           4.000;           0.004;           0.000;        256;         31;        1910.781;         178.097;         181.935;         179.155;           0.655 ( 0.365 %);  10901.847
   UNROLL4;           8.000;           0.008;           0.000;        512;         31;        2549.308;         346.484;         350.419;         347.872;           0.849 ( 0.244 %);  11228.988
   UNROLL4;          16.000;           0.016;           0.000;       1024;         31;       10456.264;         682.419;        1803.710;         878.954;         323.909 (36.852 %);   8888.405
   UNROLL4;          32.000;           0.031;           0.000;       2048;         31;       15576.072;        1351.323;        2566.419;        1539.224;         310.684 (20.184 %);  10151.220
   UNROLL4;          64.000;           0.062;           0.000;       4096;         31;       45439.309;        2690.968;        4802.032;        2882.390;         453.983 (15.750 %);  10841.697
   UNROLL4;         128.000;           0.125;           0.000;       8192;         31;      139346.187;        5540.710;        8554.968;        5844.906;         645.876 (11.050 %);  10693.072
   UNROLL4;         256.000;           0.250;           0.000;      16384;         31;      209236.672;       11069.258;       13617.419;       11463.834;         779.164 ( 6.797 %);  10903.857
   UNROLL4;         512.000;           0.500;           0.000;      32768;         31;      533490.124;       22141.903;       22211.226;       22160.327;          21.580 ( 0.097 %);  11281.422
   UNROLL4;        1024.000;           1.000;           0.001;      65536;         31;      814224.906;       44314.839;       52740.774;       45876.620;        2500.454 ( 5.450 %);  10898.798
   UNROLL4;        2048.000;           2.000;           0.002;     131072;         31;     1608138.141;       88605.613;      104506.677;       91949.800;        3407.197 ( 3.705 %);  10875.500
   UNROLL4;        4096.000;           4.000;           0.004;     262144;         31;     3184048.786;      177298.387;      201014.290;      186947.226;        5884.801 ( 3.148 %);  10698.206
   UNROLL4;        8192.000;           8.000;           0.008;     524288;         31;     8068563.283;      364871.065;      402064.323;      384274.814;        9467.526 ( 2.464 %);  10409.217
   UNROLL4;       16384.000;          16.000;           0.016;    1048576;         31;    30041555.832;      814453.161;      902018.968;      853484.260;       15374.105 ( 1.801 %);   9373.342
