     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;           0.586;           0.001;           0.000;          5;         31;          55.484;          60.097;          55.781;           0.789 ( 1.415 %);   3419.350
       IEX;           2.344;           0.002;           0.000;         10;         31;         388.258;         917.419;         411.277;          91.033 (22.134 %);   1855.052
       IEX;           5.273;           0.005;           0.000;         15;         31;         958.290;        3990.258;        1167.950;         571.820 (48.959 %);   1469.766
       IEX;           9.375;           0.009;           0.000;         20;         31;        1928.968;        5123.806;        2251.932;         657.331 (29.190 %);   1355.173
       IEX;          14.648;           0.014;           0.000;         25;         31;        4546.387;        5392.355;        4842.444;         191.863 ( 3.962 %);    984.704
       IEX;          21.094;           0.021;           0.000;         30;         31;        7759.387;       11385.968;        8642.888;         646.481 ( 7.480 %);    794.463
       IEX;          28.711;           0.028;           0.000;         35;         31;       13738.871;       14737.548;       14164.240;         377.613 ( 2.666 %);    659.831
       IEX;          37.500;           0.037;           0.000;         40;         31;       18657.935;       18884.419;       18719.443;          82.462 ( 0.441 %);    652.104
       IEX;          47.461;           0.046;           0.000;         45;         31;       26985.452;       29419.581;       28363.709;         579.700 ( 2.044 %);    544.693
       IEX;          58.594;           0.057;           0.000;         50;         31;       37169.871;       39494.194;       38550.427;         814.483 ( 2.113 %);    494.767
       IEX;          70.898;           0.069;           0.000;         55;         31;       49876.000;       53592.710;       51315.680;         978.913 ( 1.908 %);    449.744
       IEX;          84.375;           0.082;           0.000;         60;         31;       59773.161;       63591.226;       61825.650;        1059.227 ( 1.713 %);    444.246
       IEX;          99.023;           0.097;           0.000;         65;         31;       77826.581;       82598.387;       80655.094;        1560.271 ( 1.934 %);    399.655
       IEX;         114.844;           0.112;           0.000;         70;         31;       97102.613;      104421.065;       99978.102;        1827.714 ( 1.828 %);    373.922
