     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          86.290;        1073.290;         119.761;         171.230 (142.976 %);   1592.623
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         425.839;        1419.645;         478.283;         170.959 (35.744 %);   1595.162
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1462.548;        2677.548;        1626.893;         307.045 (18.873 %);   1055.148
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2870.677;        4559.645;        3014.777;         378.044 (12.540 %);   1012.266
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        5848.645;        6735.194;        5949.011;         179.774 ( 3.022 %);    801.540
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;       10575.774;       11386.226;       10993.949;         277.573 ( 2.525 %);    624.567
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       16514.935;       16771.419;       16586.809;          79.002 ( 0.476 %);    563.460
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       22752.742;       23774.968;       23102.139;         364.917 ( 1.580 %);    528.394
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       33280.000;       35831.645;       34471.981;         744.353 ( 2.159 %);    448.176
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       45223.581;       47273.871;       46483.126;         614.059 ( 1.321 %);    410.331
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       62443.581;       65469.097;       63989.862;        1103.380 ( 1.724 %);    360.665
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       77535.452;       83385.581;       81194.577;        1629.514 ( 2.007 %);    338.272
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;       99773.452;      107373.516;      102563.243;        1550.446 ( 1.512 %);    314.286
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;      124986.065;      144347.226;      131562.360;        3101.122 ( 2.357 %);    284.154
