     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          92.968;          98.645;          93.614;           0.962 ( 1.027 %);   2037.463
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         456.806;         992.613;         477.679;          92.609 (19.387 %);   1597.179
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1160.452;        3824.710;        1352.001;         501.254 (37.075 %);   1269.684
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2242.452;        4634.032;        2373.828;         453.085 (19.087 %);   1285.585
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        4559.419;        6039.484;        4783.865;         305.434 ( 6.385 %);    996.761
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;        7717.226;        7891.258;        7740.456;          38.156 ( 0.493 %);    887.087
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       11665.548;       12686.548;       11948.357;         336.154 ( 2.813 %);    782.200
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       14159.323;       15164.129;       14457.634;         275.925 ( 1.909 %);    844.331
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       22692.839;       25531.516;       24275.680;         866.603 ( 3.570 %);    636.420
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       28576.065;       36520.161;       30505.656;        1436.839 ( 4.710 %);    625.244
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       42432.000;       47369.484;       45445.775;        1818.793 ( 4.002 %);    507.834
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       47416.484;       53336.032;       51083.740;        1956.997 ( 3.831 %);    537.663
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;      133301.806;      138297.806;      137275.570;        1328.733 ( 0.968 %);    234.814
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;      157028.613;      176823.871;      162671.894;        3193.518 ( 1.963 %);    229.812
