     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;           0.586;           0.001;           0.000;          5;         31;          93.581;         100.548;          94.006;           1.184 ( 1.259 %);   2028.968
       IEX;           2.344;           0.002;           0.000;         10;         31;         620.677;         628.032;         621.457;           1.243 ( 0.200 %);   1227.663
       IEX;           5.273;           0.005;           0.000;         15;         31;        2100.452;        3207.258;        2200.226;         292.692 (13.303 %);    780.199
       IEX;           9.375;           0.009;           0.000;         20;         31;        4801.968;        7427.387;        5235.927;         722.995 (13.808 %);    582.850
       IEX;          14.648;           0.014;           0.000;         25;         31;       13599.387;       18395.065;       14199.394;        1179.937 ( 8.310 %);    335.815
       IEX;          21.094;           0.021;           0.000;         30;         31;       22631.677;       26480.581;       23245.058;         858.659 ( 3.694 %);    295.394
       IEX;          28.711;           0.028;           0.000;         35;         31;       34494.194;       36273.355;       35786.495;         500.114 ( 1.397 %);    261.160
       IEX;          37.500;           0.037;           0.000;         40;         31;       48896.935;       51068.387;       50530.447;         524.573 ( 1.038 %);    241.578
       IEX;          47.461;           0.046;           0.000;         45;         31;       67974.226;       73497.871;       70628.694;        1060.004 ( 1.501 %);    218.743
       IEX;          58.594;           0.057;           0.000;         50;         31;       92076.194;       94725.097;       94157.889;         555.379 ( 0.590 %);    202.569
       IEX;          70.898;           0.069;           0.000;         55;         31;      121521.806;      125568.516;      122475.870;        1214.406 ( 0.992 %);    188.436
       IEX;          84.375;           0.082;           0.000;         60;         31;      150864.194;      168416.935;      152427.946;        3359.820 ( 2.204 %);    180.189
       IEX;          99.023;           0.097;           0.000;         65;         31;      190471.645;      204800.226;      193828.529;        3401.273 ( 1.755 %);    166.303
       IEX;         114.844;           0.112;           0.000;         70;         31;      235119.323;      243178.742;      238994.151;        2422.077 ( 1.013 %);    156.422
