     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IKJ;           0.586;           0.001;           0.000;          5;         31;          56.613;          63.000;          57.022;           1.096 ( 1.922 %);   3344.906
       IKJ;           2.344;           0.002;           0.000;         10;         31;         390.806;         965.613;         459.301;         133.121 (28.983 %);   1661.088
       IKJ;           5.273;           0.005;           0.000;         15;         31;         898.774;         919.484;         900.627;           3.955 ( 0.439 %);   1906.022
       IKJ;           9.375;           0.009;           0.000;         20;         31;        1913.323;        3068.548;        2200.992;         384.186 (17.455 %);   1386.537
       IKJ;          14.648;           0.014;           0.000;         25;         31;        3989.419;        6188.710;        4333.214;         537.308 (12.400 %);   1100.424
       IKJ;          21.094;           0.021;           0.000;         30;         31;        6658.968;        8499.194;        7627.228;         387.442 ( 5.080 %);    900.256
       IKJ;          28.711;           0.028;           0.000;         35;         31;       12025.484;       14165.355;       12887.172;         638.713 ( 4.956 %);    725.218
       IKJ;          37.500;           0.037;           0.000;         40;         31;       16860.065;       19225.742;       18106.478;         798.859 ( 4.412 %);    674.180
       IKJ;          47.461;           0.046;           0.000;         45;         31;       24369.129;       28486.742;       26729.996;        1211.970 ( 4.534 %);    577.985
       IKJ;          58.594;           0.057;           0.000;         50;         31;       32743.581;       38766.032;       36385.435;        1880.295 ( 5.168 %);    524.207
       IKJ;          70.898;           0.069;           0.000;         55;         31;       42774.806;       52063.161;       48839.717;        2486.165 ( 5.090 %);    472.544
       IKJ;          84.375;           0.082;           0.000;         60;         31;       53434.194;       64645.387;       61068.556;        2977.674 ( 4.876 %);    449.754
       IKJ;          99.023;           0.097;           0.000;         65;         31;       68505.645;       82942.710;       79585.010;        3520.189 ( 4.423 %);    405.028
       IKJ;         114.844;           0.112;           0.000;         70;         31;       86292.839;      104341.903;       99146.054;        3948.201 ( 3.982 %);    377.060
