     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.586;           0.001;           0.000;          5;         31;          55.097;          59.484;          55.455;           0.809 ( 1.460 %);   3439.481
   UNROLL4;           2.344;           0.002;           0.000;         10;         31;         435.032;         476.129;         437.157;           7.023 ( 1.606 %);   1745.228
   UNROLL4;           5.273;           0.005;           0.000;         15;         31;        1207.419;        3060.806;        1368.494;         354.775 (25.924 %);   1254.382
   UNROLL4;           9.375;           0.009;           0.000;         20;         31;        2686.323;        3931.000;        2867.488;         293.992 (10.253 %);   1064.262
   UNROLL4;          14.648;           0.014;           0.000;         25;         31;        5722.613;        6303.290;        5791.150;         129.534 ( 2.237 %);    823.389
   UNROLL4;          21.094;           0.021;           0.000;         30;         31;       10063.968;       11275.806;       10576.799;         383.359 ( 3.625 %);    649.200
   UNROLL4;          28.711;           0.028;           0.000;         35;         31;       16356.452;       18137.419;       16996.561;         515.206 ( 3.031 %);    549.876
   UNROLL4;          37.500;           0.037;           0.000;         40;         31;       24219.323;       26725.613;       25499.701;         849.319 ( 3.331 %);    478.713
   UNROLL4;          47.461;           0.046;           0.000;         45;         31;       33727.355;       40294.258;       36731.741;        1308.586 ( 3.563 %);    420.604
   UNROLL4;          58.594;           0.057;           0.000;         50;         31;       47891.516;       51713.548;       50583.092;        1388.729 ( 2.745 %);    377.072
   UNROLL4;          70.898;           0.069;           0.000;         55;         31;       63451.290;       69774.323;       67401.213;        1764.853 ( 2.618 %);    342.411
   UNROLL4;          84.375;           0.082;           0.000;         60;         31;       81655.323;       88095.226;       86149.832;        1888.921 ( 2.193 %);    318.815
   UNROLL4;          99.023;           0.097;           0.000;         65;         31;      104745.194;      113758.677;      110431.508;        2599.716 ( 2.354 %);    291.893
   UNROLL4;         114.844;           0.112;           0.000;         70;         31;      135705.742;      163230.065;      146308.988;       10001.948 ( 6.836 %);    255.514
