     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
       IEX;           0.586;           0.001;           0.000;          5;         31;          81.290;          89.742;          82.043;           1.462 ( 1.782 %);   2324.816
       IEX;           2.344;           0.002;           0.000;         10;         31;         570.226;         774.032;         577.216;          35.349 ( 6.124 %);   1321.757
       IEX;           5.273;           0.005;           0.000;         15;         31;        1978.516;        3900.935;        2077.563;         382.802 (18.426 %);    826.263
       IEX;           9.375;           0.009;           0.000;         20;         31;        4591.516;        6065.097;        4826.485;         465.272 ( 9.640 %);    632.294
       IEX;          14.648;           0.014;           0.000;         25;         31;        9825.290;       14483.677;       11303.991;        1839.240 (16.271 %);    421.831
       IEX;          21.094;           0.021;           0.000;         30;         31;       22781.129;       26257.452;       23281.243;         789.022 ( 3.389 %);    294.935
       IEX;          28.711;           0.028;           0.000;         35;         31;       34416.774;       36616.613;       35071.605;         713.951 ( 2.036 %);    266.484
       IEX;          37.500;           0.037;           0.000;         40;         31;       49550.065;       51850.839;       50460.839;         861.651 ( 1.708 %);    241.911
       IEX;          47.461;           0.046;           0.000;         45;         31;       67886.032;       81174.903;       70132.600;        2763.344 ( 3.940 %);    220.290
       IEX;          58.594;           0.057;           0.000;         50;         31;       90559.581;       94367.258;       92580.492;        1205.978 ( 1.303 %);    206.021
       IEX;          70.898;           0.069;           0.000;         55;         31;      117018.484;      130562.161;      120534.632;        2618.405 ( 2.172 %);    191.471
       IEX;          84.375;           0.082;           0.000;         60;         31;      149031.452;      154357.355;      151991.578;        1442.671 ( 0.949 %);    180.706
       IEX;          99.023;           0.097;           0.000;         65;         31;      187787.032;      195253.548;      191768.602;        2309.169 ( 1.204 %);    168.089
       IEX;         114.844;           0.112;           0.000;         70;         31;      234115.290;      237957.161;      236442.979;        1189.136 ( 0.503 %);    158.110
