     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.016;           0.000;           0.000;          1;         31;           1.553;           1.903;          15.806;           2.397;           2.408 (100.476 %);   3183.063
      BASE;           0.031;           0.000;           0.000;          2;         31;           2.639;           2.194;           4.871;           2.351;           0.457 (19.453 %);   6490.537
      BASE;           0.062;           0.000;           0.000;          4;         31;          10.277;           3.484;           6.097;           3.904;           0.478 (12.242 %);   7816.595
      BASE;           0.125;           0.000;           0.000;          8;         31;         792.598;           2.516;           4.903;           2.658;           0.405 (15.222 %);  22963.944
      BASE;           0.250;           0.000;           0.000;         16;         31;         107.965;           4.032;           6.774;           4.204;           0.468 (11.135 %);  29034.627
      BASE;           0.500;           0.000;           0.000;         32;         31;         106.519;          10.065;          12.710;          10.226;           0.448 ( 4.383 %);  23874.951
      BASE;           1.000;           0.001;           0.000;         64;         31;         166.447;          28.290;          29.323;          28.412;           0.170 ( 0.598 %);  17186.022
      BASE;           2.000;           0.002;           0.000;        128;         31;        1149.154;          77.581;         261.613;          83.397;          31.993 (38.363 %);  11709.822
      BASE;           4.000;           0.004;           0.000;        256;         31;        1179.379;         228.323;         821.806;         267.800;          99.734 (37.242 %);   7293.233
      BASE;           8.000;           0.008;           0.000;        512;         31;        2870.880;         494.097;        1085.774;         527.925;         102.440 (19.404 %);   7399.256
      BASE;          16.000;           0.016;           0.000;       1024;         31;        9959.407;        1064.774;        2452.161;        1230.090;         308.202 (25.055 %);   6351.162
      BASE;          32.000;           0.031;           0.000;       2048;         31;       13311.244;        2204.613;        7363.226;        2396.795;         901.902 (37.630 %);   6519.123
      BASE;          64.000;           0.062;           0.000;       4096;         31;       39131.577;        4484.710;        6335.871;        4756.014;         515.090 (10.830 %);   6570.629
      BASE;         128.000;           0.125;           0.000;       8192;         31;       82977.853;        9048.742;       11853.677;        9595.506;         926.780 ( 9.658 %);   6513.466
      BASE;         256.000;           0.250;           0.000;      16384;         31;      171576.469;       18171.000;       24875.452;       19390.812;        1836.857 ( 9.473 %);   6446.352
      BASE;         512.000;           0.500;           0.000;      32768;         31;      353489.410;       36415.839;       43061.387;       38369.382;        2267.933 ( 5.911 %);   6515.612
      BASE;        1024.000;           1.000;           0.001;      65536;         31;     1054127.631;       72907.484;       79290.871;       76019.417;        1988.618 ( 2.616 %);   6577.267
      BASE;        2048.000;           2.000;           0.002;     131072;         31;     2168127.921;      145938.516;      156674.065;      149717.841;        4033.946 ( 2.694 %);   6679.231
      BASE;        4096.000;           4.000;           0.004;     262144;         31;     3908045.426;      291932.323;      334903.581;      297772.176;       10742.567 ( 3.608 %);   6716.544
      BASE;        8192.000;           8.000;           0.008;     524288;         31;     6478662.104;      584015.387;      629358.065;      590738.220;       11052.684 ( 1.871 %);   6771.189
      BASE;       16384.000;          16.000;           0.016;    1048576;         31;    81354145.764;     1193077.613;     1262292.581;     1204253.583;       15023.542 ( 1.248 %);   6643.119
