     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.016;           0.000;           0.000;          1;         31;           2.453;           1.710;           4.452;           1.908;           0.486 (25.457 %);   3998.397
      BASE;           0.031;           0.000;           0.000;          2;         31;           2.314;           1.839;           4.903;           2.042;           0.536 (26.263 %);   7472.351
      BASE;           0.062;           0.000;           0.000;          4;         31;          10.475;           2.161;           5.871;           2.388;           0.647 (27.093 %);  12779.158
      BASE;           0.125;           0.000;           0.000;          8;         31;          17.774;           5.032;          10.419;           5.626;           0.888 (15.792 %);  10849.516
      BASE;           0.250;           0.000;           0.000;         16;         31;          32.683;           5.065;           9.419;           5.287;           0.743 (14.057 %);  23087.064
      BASE;           0.500;           0.000;           0.000;         32;         31;         168.121;          10.065;          12.968;          10.289;           0.495 ( 4.815 %);  23727.518
      BASE;           1.000;           0.001;           0.000;         64;         31;         780.167;          31.742;          33.839;          31.932;           0.346 ( 1.084 %);  15291.487
      BASE;           2.000;           0.002;           0.000;        128;         31;         534.776;          84.677;          87.097;          85.008;           0.393 ( 0.462 %);  11487.914
      BASE;           4.000;           0.004;           0.000;        256;         31;        4325.980;         211.581;         762.710;         256.825;         128.537 (50.048 %);   7604.886
      BASE;           8.000;           0.008;           0.000;        512;         31;        3195.635;         497.065;         707.258;         509.566;          36.176 ( 7.099 %);   7665.837
      BASE;          16.000;           0.016;           0.000;       1024;         31;       13446.520;        1067.548;        1612.258;        1087.403;          94.664 ( 8.705 %);   7184.551
      BASE;          32.000;           0.031;           0.000;       2048;         31;       16253.869;        2207.645;        2753.968;        2230.761;          95.717 ( 4.291 %);   7004.335
      BASE;          64.000;           0.062;           0.000;       4096;         31;       41645.768;        4487.839;        6531.258;        4687.075;         450.060 ( 9.602 %);   6667.271
      BASE;         128.000;           0.125;           0.000;       8192;         31;      132564.061;        9051.387;       11364.516;        9459.091;         652.426 ( 6.897 %);   6607.400
      BASE;         256.000;           0.250;           0.000;      16384;         31;      233448.583;       18172.742;       23635.903;       19267.497;        1720.471 ( 8.929 %);   6487.610
      BASE;         512.000;           0.500;           0.000;      32768;         31;      337410.494;       36418.806;       42387.645;       38416.266;        2055.562 ( 5.351 %);   6507.660
      BASE;        1024.000;           1.000;           0.001;      65536;         31;    13777761.651;       72907.032;       80159.097;       76410.370;        1958.643 ( 2.563 %);   6543.614
      BASE;        2048.000;           2.000;           0.002;     131072;         31;    14584372.463;      145940.290;      160222.742;      149039.828;        3982.197 ( 2.672 %);   6709.616
      BASE;        4096.000;           4.000;           0.004;     262144;         31;     3869230.707;      291944.710;      313875.871;      296954.944;        6491.918 ( 2.186 %);   6735.028
      BASE;        8192.000;           8.000;           0.008;     524288;         31;    10561297.510;      584454.484;      616625.839;      589733.061;        8507.394 ( 1.443 %);   6782.730
      BASE;       16384.000;          16.000;           0.016;    1048576;         31;    16604894.495;     1194410.065;     1280345.226;     1204976.125;       20247.906 ( 1.680 %);   6639.136
