     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
     CBLAS;           0.586;           0.001;           0.000;          5;         31;          99.903;         240.774;         104.485;          24.470 (23.420 %);   1825.479
     CBLAS;           2.344;           0.002;           0.000;         10;         31;         649.742;         858.129;         661.955;          41.489 ( 6.268 %);   1152.555
     CBLAS;           5.273;           0.005;           0.000;         15;         31;        2134.742;        3379.129;        2290.879;         318.041 (13.883 %);    749.325
     CBLAS;           9.375;           0.009;           0.000;         20;         31;        5267.194;        6877.645;        5538.556;         404.258 ( 7.299 %);    551.002
     CBLAS;          14.648;           0.014;           0.000;         25;         31;        9571.774;       10623.000;       10031.366;         285.450 ( 2.846 %);    475.346
     CBLAS;          21.094;           0.021;           0.000;         30;         31;       19438.484;       20736.774;       20009.897;         357.665 ( 1.787 %);    343.153
     CBLAS;          28.711;           0.028;           0.000;         35;         31;       24991.387;       36966.516;       27289.509;        3105.764 (11.381 %);    342.476
     CBLAS;          37.500;           0.037;           0.000;         40;         31;       52364.387;       54749.097;       53749.047;         612.289 ( 1.139 %);    227.112
     CBLAS;          47.461;           0.046;           0.000;         45;         31;       71104.613;       74460.065;       72050.489;         691.232 ( 0.959 %);    214.426
     CBLAS;          58.594;           0.057;           0.000;         50;         31;       92879.419;       97429.903;       93513.803;        1240.053 ( 1.326 %);    203.964
     CBLAS;          70.898;           0.069;           0.000;         55;         31;      121623.742;      131508.226;      123008.840;        2186.648 ( 1.778 %);    187.620
     CBLAS;          84.375;           0.082;           0.000;         60;         31;      161695.452;      165683.516;      163204.076;         834.175 ( 0.511 %);    168.291
     CBLAS;          99.023;           0.097;           0.000;         65;         31;      192699.194;      199555.323;      194513.495;        2086.312 ( 1.073 %);    165.717
     CBLAS;         114.844;           0.112;           0.000;         70;         31;      235999.355;      244749.774;      237709.328;        2078.338 ( 0.874 %);    157.268
