     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.016;           0.000;           0.000;          1;         31;           2.036;           4.419;           7.484;           4.626;           0.562 (12.155 %);   1649.381
   UNROLL8;           0.031;           0.000;           0.000;          2;         31;           3.542;           6.839;          12.710;           8.697;           1.032 (11.861 %);   1754.495
   UNROLL8;           0.062;           0.000;           0.000;          4;         31;          59.969;          13.194;         535.226;          30.117;          90.679 (301.087 %);   1013.291
   UNROLL8;           0.125;           0.000;           0.000;          8;         31;          48.999;          10.548;          14.065;          10.790;           0.653 ( 6.048 %);   5656.728
   UNROLL8;           0.250;           0.000;           0.000;         16;         31;         781.461;          18.290;          21.548;          18.598;           0.721 ( 3.874 %);   6563.541
   UNROLL8;           0.500;           0.000;           0.000;         32;         31;         470.209;          36.806;          41.065;          37.069;           0.771 ( 2.081 %);   6586.041
   UNROLL8;           1.000;           0.001;           0.000;         64;         31;        1216.388;          79.806;          82.484;          80.852;           0.653 ( 0.807 %);   6039.169
   UNROLL8;           2.000;           0.002;           0.000;        128;         31;        5409.046;         142.194;         145.774;         143.642;           0.713 ( 0.496 %);   6798.575
   UNROLL8;           4.000;           0.004;           0.000;        256;         31;       24353.216;         240.774;         251.065;         241.890;           2.074 ( 0.858 %);   8074.450
   UNROLL8;           8.000;           0.008;           0.000;        512;         31;      113914.144;         477.323;         706.065;         511.023;          35.593 ( 6.965 %);   7643.974
   UNROLL8;          16.000;           0.016;           0.000;       1024;         31;      379797.958;         949.839;        1636.548;        1046.294;         183.020 (17.492 %);   7466.829
   UNROLL8;          32.000;           0.031;           0.000;       2048;         31;      213228.788;        1899.000;        2941.871;        2039.510;         273.721 (13.421 %);   7661.153
   UNROLL8;          64.000;           0.062;           0.000;       4096;         31;      460809.891;        3959.516;        6156.452;        4187.144;         475.167 (11.348 %);   7463.322
   UNROLL8;         128.000;           0.125;           0.000;       8192;         31;      836546.606;        8528.452;       10712.484;        8962.138;         621.688 ( 6.937 %);   6973.783
   UNROLL8;         256.000;           0.250;           0.000;      16384;         31;     1302983.447;       18197.129;       20481.000;       19079.121;         497.756 ( 2.609 %);   6551.664
   UNROLL8;         512.000;           0.500;           0.000;      32768;         31;     3870832.229;       37647.226;       40148.968;       38949.986;         809.090 ( 2.077 %);   6418.487
   UNROLL8;        1024.000;           1.000;           0.001;      65536;         31;     6319059.039;       74966.452;       79097.323;       77477.417;        1301.620 ( 1.680 %);   6453.493
   UNROLL8;        2048.000;           2.000;           0.002;     131072;         31;    30110198.393;      150870.323;      157753.000;      155330.595;        1734.931 ( 1.117 %);   6437.882
   UNROLL8;        4096.000;           4.000;           0.004;     262144;         31;    37013694.429;      298194.452;      319066.226;      314328.548;        4174.605 ( 1.328 %);   6362.769
   UNROLL8;        8192.000;           8.000;           0.008;     524288;         31;    80804803.701;      654117.677;      687109.903;      678068.549;        5911.817 ( 0.872 %);   5899.109
   UNROLL8;       16384.000;          16.000;           0.016;    1048576;         31;   163047353.198;     1409903.935;     1543925.258;     1461853.556;       26485.197 ( 1.812 %);   5472.504
