     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL8;           0.586;           0.001;           0.000;          5;         31;          64.613;          73.935;          65.529;           1.577 ( 2.407 %);   2910.701
   UNROLL8;           2.344;           0.002;           0.000;         10;         31;         331.194;         337.935;         332.660;           1.126 ( 0.338 %);   2293.452
   UNROLL8;           5.273;           0.005;           0.000;         15;         31;        1005.710;        1016.677;        1008.169;           1.961 ( 0.195 %);   1702.704
   UNROLL8;           9.375;           0.009;           0.000;         20;         31;        2174.742;        3257.161;        2277.570;         265.817 (11.671 %);   1339.918
   UNROLL8;          14.648;           0.014;           0.000;         25;         31;        4406.419;        5452.452;        4586.304;         281.231 ( 6.132 %);   1039.698
   UNROLL8;          21.094;           0.021;           0.000;         30;         31;        7294.129;        8379.000;        7696.767;         187.092 ( 2.431 %);    892.122
   UNROLL8;          28.711;           0.028;           0.000;         35;         31;       11990.161;       13157.065;       12348.378;         341.215 ( 2.763 %);    756.861
   UNROLL8;          37.500;           0.037;           0.000;         40;         31;       14369.387;       15986.065;       15027.557;         610.296 ( 4.061 %);    812.310
   UNROLL8;          47.461;           0.046;           0.000;         45;         31;       23094.129;       26162.226;       24779.194;         901.773 ( 3.639 %);    623.488
   UNROLL8;          58.594;           0.057;           0.000;         50;         31;       29243.806;       33180.710;       31480.460;        1070.068 ( 3.399 %);    605.883
   UNROLL8;          70.898;           0.069;           0.000;         55;         31;       41902.581;       53396.903;       45877.848;        2004.543 ( 4.369 %);    503.051
   UNROLL8;          84.375;           0.082;           0.000;         60;         31;       51234.484;       56603.161;       54774.947;        1765.996 ( 3.224 %);    501.430
   UNROLL8;          99.023;           0.097;           0.000;         65;         31;       63933.129;       71620.258;       69066.486;        2055.430 ( 2.976 %);    466.712
   UNROLL8;         114.844;           0.112;           0.000;         70;         31;       79806.161;       89178.452;       86883.727;        2283.882 ( 2.629 %);    430.277
