     title;             KiB;             MiB;             GiB;          n;          r;             min;             max;            mean;                 stddev (%);      MiB/s
   UNROLL4;           0.586;           0.001;           0.000;          5;         31;          71.871;         629.935;          89.371;          97.042 (108.583 %);   2134.181
   UNROLL4;           2.344;           0.002;           0.000;         10;         31;         402.548;         424.290;         411.759;           4.300 ( 1.044 %);   1852.881
   UNROLL4;           5.273;           0.005;           0.000;         15;         31;        1028.677;        4105.097;        1212.858;         545.637 (44.988 %);   1415.346
   UNROLL4;           9.375;           0.009;           0.000;         20;         31;        1942.161;        4301.968;        2194.554;         474.380 (21.616 %);   1390.605
   UNROLL4;          14.648;           0.014;           0.000;         25;         31;        4124.903;        5235.000;        4187.947;         220.849 ( 5.273 %);   1138.594
   UNROLL4;          21.094;           0.021;           0.000;         30;         31;        7700.710;        8474.774;        7836.441;         189.405 ( 2.417 %);    876.221
   UNROLL4;          28.711;           0.028;           0.000;         35;         31;       21053.452;       23145.935;       21761.299;         562.196 ( 2.583 %);    429.478
   UNROLL4;          37.500;           0.037;           0.000;         40;         31;       31690.581;       36634.290;       33521.763;        1661.280 ( 4.956 %);    364.152
   UNROLL4;          47.461;           0.046;           0.000;         45;         31;       42176.290;       47486.226;       43666.769;        1787.916 ( 4.094 %);    353.805
   UNROLL4;          58.594;           0.057;           0.000;         50;         31;       59233.935;       68679.419;       61907.614;        2363.762 ( 3.818 %);    308.096
   UNROLL4;          70.898;           0.069;           0.000;         55;         31;       75151.387;       83942.839;       77063.447;        2716.145 ( 3.525 %);    299.479
   UNROLL4;          84.375;           0.082;           0.000;         60;         31;      100345.871;      115601.581;      103474.337;        3782.928 ( 3.656 %);    265.436
   UNROLL4;          99.023;           0.097;           0.000;         65;         31;      132788.677;      154753.710;      136698.925;        4324.197 ( 3.163 %);    235.804
   UNROLL4;         114.844;           0.112;           0.000;         70;         31;      155828.871;      182178.323;      161270.624;        4930.689 ( 3.057 %);    231.809
